course_title,url,price,num_subscribers,level,content_duration,subject,language
CryptoArbitrager: Bitcoin Trading Robot (no mining),https://www.udemy.com/cryptoarbitrager-trade-bitcoin-vs-litecoin-with-arbitrage-robot/,150,1224,For all,0.55,Business Finance,en
Accounting Is Easy (for Beginners),https://www.udemy.com/fundamentals-of-accountancy/,20,3870,For all,9.0,Business Finance,en
Non Directional Weekly Options Trading System - ETF & Emini,https://www.udemy.com/etf-stock-options-non-directional-weekly-trading-system/,200,897,For all,2.0,Business Finance,en
The Complete Position Trading Course: Position Trading Stock,https://www.udemy.com/position-trading-course/,45,1311,For all,1.0,Business Finance,en
Master Iron Condors - Double the credit for half the risk,https://www.udemy.com/iron-condor-options-trading-strategy/,60,1338,Advanced,1.0,Business Finance,en
Basics of investing in Mutual Funds,https://www.udemy.com/mutualfundinvesting/,20,1589,Intermediate,1.5,Business Finance,en
A Value Investing Approach to the Stock Market,https://www.udemy.com/start-investing-the-right-way/,20,1189,For all,1.5,Business Finance,en
Learn how to INVEST for huge profits or make it big trading!,https://www.udemy.com/learn-how-to-invest-for-huge-profits-or-make-9k-day-trading/,50,701,For all,5.5,Business Finance,en
"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",https://www.udemy.com/how-to-fund-your-million-dollar-idea-equity-debt-unfund/,50,1105,Intermediate,6.0,Business Finance,en
Mastering Candlestick Charting : High Probability Trading,https://www.udemy.com/mastering-candlestick-charting/,50,123,For all,2.0,Business Finance,en
Binary Options Course - Level 2,https://www.udemy.com/binary-options-course-level-2/,0,5874,Intermediate,2.0,Business Finance,en
Stock Technical Analysis with R,https://www.udemy.com/stock-technical-analysis-with-r/,50,354,For all,7.0,Business Finance,en
"Get to know the VIX Index (aka 'The Fear Index)""",https://www.udemy.com/vix-index/,60,727,For all,1.0,Business Finance,en
Apply finance concepts for smart project management,https://www.udemy.com/apply-finance-concepts-for-smart-project-management/,0,3465,Introductory,2.0,Business Finance,en
Introduction to Futures Trading and Live Trade Demonstration,https://www.udemy.com/introduction-to-futures-trading-and-live-trading-futures/,60,54,Advanced,0.7166666666666667,Business Finance,en
Crowdfunding to Win,https://www.udemy.com/crowdfunding-to-win/,40,627,For all,1.5,Business Finance,en
Comprehensive Forex Mastery Program,https://www.udemy.com/forex-mastery/,45,650,For all,10.0,Business Finance,en
Preparation of Consolidated Financial Statements (Basic),https://www.udemy.com/preparation-of-consolidated-financial-statements-basic/,0,965,Intermediate,1.5,Business Finance,en
Succeed in Bonds Even if You Don't Know Where to Start,https://www.udemy.com/succeed-in-bonds-even-if-you-dont-know-where-to-start/,200,1113,For all,1.0,Business Finance,en
Learn to Trade for Profit: Ten Most Profitable Trading Rules,https://www.udemy.com/trading-stocks-successfully-ten-rules-of-successful-trading/,95,739,For all,2.0,Business Finance,en
Succeed in Lotto Even if You Don't Know Where to Start!,https://www.udemy.com/succeed-in-lotto-even-if-you-dont-know-where-to-start/,20,1201,For all,1.5,Business Finance,en
CFA Corporate Finance Level 2,https://www.udemy.com/advanced-capital-budgeting-techniques/,50,2474,For all,17.5,Business Finance,en
Pin Bars: The Most Powerful Forex Trading Signal,https://www.udemy.com/make-money-in-forex-using-pin-bars/,200,494,For all,1.0,Business Finance,en
Stock Options Trades Using Interactive Brokers,https://www.udemy.com/stock-options-trades-using-interactive-brokers/,95,1580,Intermediate,1.0,Business Finance,en
Introduction to Options - Strategies For Consistent Profits,https://www.udemy.com/introduction-to-options-start-trading-now/,40,617,For all,4.5,Business Finance,en
Risk in Forex Transactions - for CA / CS / CFA exams,https://www.udemy.com/forex-risks/,20,2235,For all,1.0,Business Finance,en
Basics of Business Statistics (College Level),https://www.udemy.com/statistics-for-accounting-and-finance-professionals/,20,2293,For all,2.0,Business Finance,en
"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",https://www.udemy.com/trading-seasonal-price-patterns-in-stocks-futures-forex/,200,1094,Introductory,2.0,Business Finance,en
Interpreting Financial Statements,https://www.udemy.com/financialstatements/,20,1449,Introductory,1.5,Business Finance,en
Introduction to Bookkeeping (Accounting),https://www.udemy.com/introduction-to-bookkeeping/,20,3251,Introductory,12.0,Business Finance,en
CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,https://www.udemy.com/advanced-credit-spreads/,60,607,Intermediate,2.0,Business Finance,en
Investment Banking: How to Land a Job on Wall Street,https://www.udemy.com/how-to-land-a-job-on-wall-street/,75,1218,For all,3.5,Business Finance,en
Learn To Invest In Index Funds and ETFs In 7 Easy Steps,https://www.udemy.com/invest-in-index-funds-and-etfs-in-7-easy-steps/,20,1132,For all,1.0,Business Finance,en
Financial modeling: Build a multiples valuation model,https://www.udemy.com/how-to-do-a-multiples-based-valuation-of-a-company/,20,656,For all,1.5,Business Finance,ca
Trade Recap I - A Real Look at Futures Options Markets,https://www.udemy.com/d-levels-trade-recap-jan-17th-feb-5th-2014/,20,3339,Introductory,1.5,Business Finance,en
Advanced Stock Options for Serious Equity Investors!,https://www.udemy.com/bullet-proof-options-controlled-leverage-investing-secrets/,200,1271,Advanced,1.5,Business Finance,en
Trading Binary Options for Fun and Profit,https://www.udemy.com/trading-binary-options-for-fun-and-profit/,20,1574,For all,2.0,Business Finance,en
CFA: Fast Track your career in Finance,https://www.udemy.com/cfapreparebetter/,20,1393,Introductory,2.0,Business Finance,en
How to be a Profitable Forex Trader,https://www.udemy.com/making-money-in-forex-market/,20,1029,For all,0.6833333333333333,Business Finance,en
Excel Dashboard - Interactive Excel Dashboard and Charts,https://www.udemy.com/interactive-charts-in-excel/,30,843,For all,3.0,Business Finance,en
Accounting 101: Learn Business Finance Forecasting in 60mins,https://www.udemy.com/cashflow-forecasting-made-easy-learn-it-in-40-mins/,95,1730,For all,1.5,Business Finance,en
The Securities Trade Lifecycle,https://www.udemy.com/the-securities-trade-lifecycle/,50,1182,For all,4.0,Business Finance,en
Double your Forex Account using the MAGIC MA trading robot,https://www.udemy.com/double-your-forex-account-using-the-magic-ma-robot/,65,1160,Intermediate,2.5,Business Finance,en
Technical Analysis 101: How to Profit During Market Crashes,https://www.udemy.com/profit-from-stock-market-crashes-the-short-selling-strategy/,95,1730,For all,2.0,Business Finance,en
Advanced Accounting for Investment Banking,https://www.udemy.com/advanced-accounting-for-investment-banking/,50,1260,Intermediate,4.0,Business Finance,en
Investing In Stocks With 10 Simple Rules,https://www.udemy.com/value-investing-rules/,95,871,For all,2.0,Business Finance,en
Venture Capital. What is it and Why it Matters to You!,https://www.udemy.com/venture-capital-sector-overview-what-is-it-and-why-it-matters-to-you/,50,1566,For all,2.5,Business Finance,en
Cash Flow Valuation: Develop Your Financial Literacy,https://www.udemy.com/financial-literacy-basics/,105,2987,For all,2.0,Business Finance,en
Direction-Independ Trading - Elite Forex Traders  Strategy,https://www.udemy.com/direction-independ-trading-elite-traders-forex-strategy/,120,973,For all,2.5,Business Finance,en
How to Become a Financial Analyst from Scratch!,https://www.udemy.com/become-a-financial-analyst-from-scratch-n1/,40,2177,Introductory,5.0,Business Finance,en
First Steps to Trading the Forexmarkets : Technical Analysis,https://www.udemy.com/first-steps-to-trading-the-forexmarkets-technical-analysis/,35,1772,Introductory,3.5,Business Finance,en
Financial analysis: Compare performance of companies,https://www.udemy.com/financial-performance-analysis/,20,1850,For all,1.0,Business Finance,en
Forex for Beginners: Easy Forex Trading for Beginners,https://www.udemy.com/forex-for-beginners-easy-forex-trading-for-beginners/,0,1780,Introductory,1.0,Business Finance,en
Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),https://www.udemy.com/crowdfund-investing-101-the-basics-of-equity-crowdfunding/,0,4607,Introductory,0.5333333333333333,Business Finance,en
Read financial statements like a pro,https://www.udemy.com/read-financial-statements-in-5-minutes/,50,12,Intermediate,4.0,Business Finance,en
10 Numbers Every Business Owner Should Know,https://www.udemy.com/10-numbers-every-business-owner-should-know/,20,13,For all,1.0,Business Finance,en
Learn How To Trade Gold In 2017,https://www.udemy.com/learn-how-to-trade-gold-in-2017/,200,2,For all,1.0,Business Finance,en
IAS 18 - Revenue,https://www.udemy.com/ias-18-revenue/,0,2571,For all,4.5,Business Finance,en
Forex Trading: The High ROI Forex Trading End of Day Course,https://www.udemy.com/the-high-roi-forex-trading-end-of-day-course/,125,8,Intermediate,2.5,Business Finance,en
Fundraise the Simplified Way: A Crowdfunding Blueprint,https://www.udemy.com/fundraise-the-simplified-way-a-crowdfunding-blueprint/,35,7,For all,1.0,Business Finance,en
Fundamentals of Accounting for Business Owners,https://www.udemy.com/fundamentals-of-accounting-for-business-owners/,20,217,Introductory,2.5,Business Finance,en
Practical Financial Statement Analysis,https://www.udemy.com/practical-financial-statement-analysis/,75,22,For all,4.5,Business Finance,en
Forex Management - Detailed Study for CA / CS / CFA Exams,https://www.udemy.com/international-finance-a-comprehensive-study/,50,131,For all,3.0,Business Finance,en
Financial Statement Review 101:  How to Find Errors,https://www.udemy.com/financial-statement-review-101-how-to-find-errors/,30,5,Introductory,2.0,Business Finance,en
Professional Risk Manager (PRM) Certification: Level 1,https://www.udemy.com/professional-risk-manager-prm-certification-level-1/,50,116,For all,24.0,Business Finance,en
International Tax  - Tax Beyond boundaries,https://www.udemy.com/international-tax-course-intermediate-level/,100,27,For all,19.5,Business Finance,en
The Complete Financial Statement Analysis Course,https://www.udemy.com/the-complete-financial-statement-analysis-course/,150,912,Introductory,3.0,Business Finance,en
Advanced Excel functions,https://www.udemy.com/advanced-excel-functions-to-analyze-large-data/,20,1964,For all,1.5,Business Finance,en
Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),https://www.udemy.com/basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading/,200,1033,Introductory,1.5,Business Finance,en
Candlestick Analysis For Professional Traders,https://www.udemy.com/testing-candlesticks/,95,913,Advanced,2.0,Business Finance,en
Build A Career In Forex Trading- Learn Fundamental Analysis,https://www.udemy.com/build-a-career-in-forex-trading-learn-fundamental-analysis/,200,2092,For all,3.5,Business Finance,en
Financial Modeling: Build a Complete DCF Valuation Model,https://www.udemy.com/learn-how-to-value-a-company-and-build-a-dcf-model/,95,2240,For all,2.5,Business Finance,it
Hands-on Financial Modeling (With 6 Excel Templates),https://www.udemy.com/financial-modelling-in-excel/,30,4601,Intermediate,4.0,Business Finance,en
CAIIB Advanced Bank Management (Part I),https://www.udemy.com/statistics-regression-analysis/,25,2953,For all,20.5,Business Finance,nl
Stock Market investment:Non financial fundamental analysis,https://www.udemy.com/stock-market-investmentnon-financial-fundamental-analysis/,125,1091,Introductory,3.0,Business Finance,en
Learn How to Play CashFlow Game,https://www.udemy.com/learn-how-to-play-cashflow-game/,35,1459,Introductory,1.0,Business Finance,en
Basics of Business Finance,https://www.udemy.com/basics-of-business-finance/,30,4855,Introductory,4.0,Business Finance,en
Accounting Made Easy 2,https://www.udemy.com/accounting-made-easy-2/,50,4034,Intermediate,3.0,Business Finance,en
"Bitcoin: el futuro del dinero, hoy",https://www.udemy.com/bitcoin-el-futuro-del-dinero-hoy/,200,57,Intermediate,3.0,Business Finance,es
Aprende a invertir practicando,https://www.udemy.com/aprende-a-invertir-practicando/,35,26,For all,2.0,Business Finance,en
Trading con retrocesos de Fibonacci,https://www.udemy.com/trading-con-retrocesos-de-fibonacci/,25,14,For all,2.5,Business Finance,es
Mit Finanzwissen zu besserem Unternehmertum,https://www.udemy.com/mit-finanzwissen-zu-besserem-unternehmertum/,50,49,Introductory,3.0,Business Finance,de
Como hacer empresa en 10 sesiones prácticas,https://www.udemy.com/finanzas-para-principiantes/,20,11,Intermediate,0.5,Business Finance,es
المحاسبة للإداريين و غير المحاسبين,https://www.udemy.com/accounting-for-non-accountants-trendcast/,20,9,Introductory,0.7166666666666667,Business Finance,ar
株式投資で本当のファンダメンタル分析ができるようになる,https://www.udemy.com/jun-sakai-trading-course3/,20,91,For all,2.0,Business Finance,ja
Curso de Trading práctico basado en casos reales,https://www.udemy.com/trading-practico/,20,44,For all,10.0,Business Finance,es
Curso Avanzado de Trading,https://www.udemy.com/curso-avanzado-de-trading/,125,106,For all,20.5,Business Finance,es
สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,https://www.udemy.com/binary-options-for-thai/,0,2079,For all,2.0,Business Finance,th
MQL4 Tutorial Golden Goose,https://www.udemy.com/mql4-tutorial-golden-goose-trading-tutorial/,20,135,Introductory,1.5,Business Finance,en
Análise de Concessão de Crédito,https://www.udemy.com/estacio-analise-de-concessao-de-credito/,20,31,For all,10.5,Business Finance,pt
Technical Analysis Using Elliott Wave Theory,https://www.udemy.com/technical-analysis-using-elliott-wave-theory/,60,217,For all,1.0,Business Finance,en
